WP_011649834.1	SMc02793
WP_003538302.1	SMa0797
WP_011654281.1	SMa0799
WP_011654282.1	SMa0800
WP_011654283.1	SMa0802
WP_011654284.1	SMa0803
WP_020048095.1	SMa0810
WP_003551816.1	SMa0811
WP_011654231.1	SMa0814
WP_011654232.1	SMa0815
WP_011654233.1	SMa0816
WP_011654234.1	SMa0817
WP_011654235.1	SMa0819
WP_011654236.1	SMa0822
WP_011654205.1	SMa0825
WP_011654204.1	SMa0827
WP_011654203.1	SMa0829
WP_011654202.1	SMa0830
WP_011654200.1	SMa0834
WP_122330883.1	SMa0841
WP_011654221.1	SMa0852
WP_003551798.1	SMa0853
WP_011654225.1	SMa0863
WP_011654224.1	SMa0864
WP_011654223.1	SMa0866
WP_011654222.1	SMa0868
WP_003551805.1	SMa0869
WP_011654201.1	SMa0873
WP_011654219.1	SMa0874
WP_011654220.1	SMa0878
WP_041936556.1	SMa0888
WP_041936296.1	SMa0890
WP_011651719.1	SMa0892
WP_011654501.1	SMa0903
WP_041936622.1	SMa0909
WP_011654504.1	SMa0911
WP_011654505.1	SMa0914
WP_011654507.1	SMa0917
WP_025398107.1	SMa0922
WP_011654742.1	SMa0929
WP_011654561.1	SMa0930
WP_032981062.1	SMa0933
WP_041936457.1	SMa0937
WP_011648957.1	SMa0952
WP_011653843.1	SMa0956
WP_041936623.1	SMa0976
WP_011651182.1	SMa0985
WP_028740692.1	SMa0997
WP_011651999.1	SMa1008
WP_011655075.1	SMa1013
WP_080667574.1	SMa1016
WP_041936324.1	SMa1021
WP_011655071.1	SMa1024
WP_028744406.1	SMa1036
WP_011652002.1	SMa1038
WP_011652001.1	SMa1041
WP_011652000.1	SMa1043
WP_041936209.1	SMa1050
WP_028742861.1	SMa1052
WP_011650862.1	SMa1053
WP_011650863.1	SMa1056
WP_011650864.1	SMa1057
WP_011652569.1	SMa1060
WP_011654629.1	SMa1062
WP_011650236.1	SMa1077
WP_011649826.1	SMa1079
WP_011651514.1	SMa1087
WP_011654101.1	SMa1092
WP_011648953.1	SMa1101
WP_041936882.1	SMa1103
WP_011655067.1	SMa1115
WP_011651505.1	SMa1118
WP_011651499.1	SMa1128
WP_011651507.1	SMa1131
WP_011651504.1	SMa1136
WP_041936739.1	SMa1138
WP_011649565.1	SMa1141
WP_011649560.1	SMa1142
WP_011648964.1	SMa1146
WP_041936752.1	SMa1149
WP_011651495.1	SMa1151
WP_011651506.1	SMa1153
WP_011651491.1	SMa1155
WP_011652030.1	SMa1160
WP_011651493.1	SMa1163
WP_041936807.1	SMa1169
WP_041936770.1	SMa1171
WP_011651856.1	SMa1188
WP_041936927.1	SMa1191
WP_003549828.1	SMa1192
WP_206778323.1	SMa1198
WP_011653179.1	SMa1207
WP_011649551.1	SMa1208
WP_011654244.1	SMa1209
WP_011654243.1	SMa1210
WP_011649554.1	SMa1211
WP_011649555.1	SMa1213
WP_003549664.1	SMa1214
WP_003549661.1	SMa1216
WP_011654240.1	SMa1220
WP_041936224.1	SMa1223
WP_011649561.1	SMa1243
WP_041936926.1	SMa1262
WP_011649563.1	SMa1266
WP_041936742.1	SMa1296
WP_011649934.1	SMa1297
WP_011652718.1	SMa1299
WP_011652719.1	SMa1301
WP_011654614.1	SMa1302
WP_041936663.1	SMa1303
WP_011654612.1	SMa1306
WP_041936662.1	SMa1308
WP_011654610.1	SMa1311
WP_122330891.1	SMa1315
WP_011654607.1	SMa1318
WP_011654606.1	SMa1319
WP_011654341.1	SMa1323
WP_011652496.1	SMa1326
WP_011652629.1	SMa1327
WP_011649357.1	SMa1329
WP_011649356.1	SMa1331
WP_011649355.1	SMa1332
WP_011649354.1	SMa1334
WP_011649353.1	SMa5030
WP_011649352.1	SMa1337
WP_003549731.1	SMa1339
WP_003549729.1	SMa1341
WP_011649351.1	SMa1344
WP_011649350.1	SMa1345
WP_011649349.1	SMa1347
WP_086935639.1	SMa1349
WP_041937021.1	SMa1351
WP_011649346.1	SMa1353
WP_041937020.1	SMa1354
WP_041936923.1	SMa1355
WP_011652571.1	SMa1358
WP_041936223.1	SMa1361
WP_011651911.1	SMa1440
WP_041936936.1	SMa1447
WP_011654330.1	SMa1450
WP_011654329.1	SMa1452
WP_011654328.1	SMa1454
WP_011649275.1	SMa1459
WP_011649503.1	SMa1462
WP_011649508.1	SMa1466
WP_003550062.1	SMa1467
WP_011649306.1	SMa5009
WP_011654910.1	SMa1485
WP_011652058.1	SMa1487
WP_041936786.1	SMa1495
WP_011654361.1	SMa1501
WP_011653391.1	SMa1548
WP_041936205.1	SMa1583
WP_011651683.1	SMa1585
WP_011654190.1	SMa1586
WP_011652679.1	SMa1589
WP_041936170.1	SMa1600
WP_011649402.1	SMa1613
WP_011649066.1	SMa1629
WP_011649067.1	SMa1630
WP_011649068.1	SMa1632
WP_024323399.1	SMa1639
WP_011650904.1	SMa1644
WP_011652855.1	SMa1652
WP_011650717.1	SMa1653
WP_011654089.1	SMa1672
WP_041936892.1	SMa1680
WP_011654970.1	SMa1682
WP_041936893.1	SMa1683
WP_041936894.1	SMa1684
WP_011654973.1	SMa1686
WP_011654974.1	SMa1688
WP_011653671.1	SMa1691
WP_011649397.1	SMa1700
WP_011654191.1	SMa1702
WP_011652245.1	SMa1704
WP_041936984.1	SMa1706
WP_041936340.1	SMa1724
WP_011648996.1	SMa1734
WP_011649298.1	SMa1735
WP_011649497.1	SMa1737
WP_011652437.1	SMa1740
WP_041936833.1	SMa1741
WP_011654352.1	SMa1747
WP_028744401.1	SMa1765
WP_003546229.1	SMa1767
WP_041936899.1	SMa1769
WP_041937014.1	SMa1779
WP_011651618.1	SMa1787
WP_011650928.1	SMa1811
WP_041937048.1	SMa1822
WP_041937049.1	SMa1825
WP_011649392.1	SMa1835
WP_011649391.1	SMa1836
WP_011649390.1	SMa1838
WP_011649389.1	SMa1840
WP_011649388.1	SMa1844
WP_011649387.1	SMa1846
WP_028742935.1	SMa1848
WP_011649380.1	SMa1850
WP_011649379.1	SMa1851
WP_028742930.1	SMa1853
WP_011649371.1	SMa1855
WP_011649370.1	SMa1857
WP_011649369.1	SMa1860
WP_011649368.1	SMa1862
WP_011649367.1	SMa1863
WP_011649366.1	SMa1864
WP_003549758.1	SMa1867
WP_011649364.1	SMa1869
WP_011653466.1	SMa1872
WP_162039358.1	SMa1874
WP_011653696.1	SMa1887
WP_011649731.1	SMa1896
WP_011651480.1	SMa1903
WP_011655010.1	SMa1905
WP_011651107.1	SMa1907
WP_003546691.1	SMa1910
WP_011651114.1	SMa1918
WP_011651113.1	SMa1919
WP_011649468.1	SMa1924
WP_011653442.1	SMa1927
WP_011650872.1	SMa1929
WP_011651898.1	SMa1939
WP_011649605.1	SMa1945
WP_011650934.1	SMa1956
WP_011649304.1	SMa1957
WP_011651977.1	SMa1960
WP_011651636.1	SMa1961
WP_011651926.1	SMa1968
WP_129557811.1	SMa1974
WP_011650887.1	SMa1976
WP_011652915.1	SMa1985
WP_011652916.1	SMa1987
WP_011650957.1	SMa2008
WP_011650958.1	SMa2009
WP_011652467.1	SMa2012
WP_011649065.1	SMa2020
WP_011649064.1	SMa2023
WP_011649063.1	SMa2025
WP_011650111.1	SMa2027
WP_011650110.1	SMa2029
WP_011654719.1	SMa2047
WP_011651120.1	SMa2049
WP_011652264.1	SMa2061
WP_003546001.1	SMa2071
WP_011649766.1	SMa2075
WP_011649103.1	SMa2079
WP_011649768.1	SMa2083
WP_011649767.1	SMa2085
WP_011653874.1	SMa2091
WP_041936697.1	SMa2103
WP_011650930.1	SMa2109
WP_011654362.1	SMa2115
WP_011649773.1	SMa2143
WP_011652610.1	SMa2157
WP_011654112.1	SMa2175
WP_041936627.1	SMa2187
WP_122330884.1	SMa2189
WP_011654261.1	SMa2195
WP_011654690.1	SMa2197
WP_011653822.1	SMa2203
WP_011648958.1	SMa2207
WP_011654927.1	SMa2213
WP_028743668.1	SMa2217
WP_003543560.1	SMa2219
WP_011653850.1	SMa2225
WP_011653837.1	SMa2229
WP_028742409.1	SMa2231
WP_063822452.1	SMa2237
WP_011654491.1	SMa2249
WP_011654077.1	SMa2253
WP_011654076.1	SMa2255
WP_011654075.1	SMa2257
WP_011652099.1	SMa2267
WP_173364459.1	SMa2273
WP_011654080.1	SMa2275
WP_011649624.1	SMa2279
WP_003552236.1	SMa2281
WP_011652663.1	SMa2293
WP_011649972.1	SMa2297
WP_011649097.1	SMa2301
WP_011652618.1	SMa2303
WP_041936385.1	SMa2305
WP_011652616.1	SMa2307
WP_011652615.1	SMa2309
WP_011652614.1	SMa2311
WP_011649798.1	SMa2313
WP_041936536.1	SMa2315
WP_011651143.1	SMa2319
WP_011650389.1	SMa2321
WP_011655119.1	SMa2325
WP_011655120.1	SMa2327
WP_011655121.1	SMa2329
WP_011655122.1	SMa2331
WP_011655123.1	SMa2333
WP_011649088.1	SMa2408
WP_011649090.1	SMa2339
WP_011649649.1	SMa2341
WP_011650098.1	SMa2343
WP_011649076.1	SMa2349
WP_011649075.1	SMa2351
WP_011649074.1	SMa2353
WP_028743870.1	SMa2355
WP_041936368.1	SMa2357
WP_003546546.1	SMa2359
WP_011649722.1	SMa2361
WP_011649723.1	SMa2363
WP_011649724.1	SMa2365
WP_011649725.1	SMa2367
WP_028743404.1	SMa2369
WP_011649727.1	SMa2371
WP_011654383.1	SMa5034
WP_011649134.1	SMa2379
WP_011653448.1	SMa2381
WP_011651026.1	SMa2385
WP_011652269.1	SMa2389
WP_011654073.1	SMa2391
WP_011649802.1	SM_b21652
WP_011649801.1	SM_b21653
WP_011653644.1	SM_b21655
WP_011649799.1	SM_b20002
WP_011649186.1	SM_b20003
WP_011651126.1	SM_b20005
WP_041936234.1	SM_b20006
WP_011651637.1	SM_b20007
WP_003538873.1	SM_b20015
WP_011652549.1	SM_b20022
WP_011652013.1	SM_b20023
WP_011653304.1	SM_b20024
WP_011653326.1	SM_b20025
WP_011653325.1	SM_b20026
WP_041936444.1	SM_b20027
WP_011655155.1	SM_b20030
WP_011652625.1	SM_b20039
WP_011652624.1	SM_b20040
WP_032993139.1	SM_b20041
WP_011654767.1	SM_b20042
WP_011648803.1	SM_b20045
WP_003550127.1	SM_b20046
WP_003543859.1	SM_b20047
WP_011654959.1	SM_b20048
WP_011652563.1	SM_b20056
WP_041936380.1	SM_b20057
WP_011649464.1	SM_b20058
WP_011654349.1	SM_b20062
WP_011648877.1	SM_b20063
WP_011649480.1	SM_b20065
WP_011652464.1	SM_b20070
WP_028742514.1	SM_b20071
WP_011655158.1	SM_b20073
WP_028743343.1	SM_b20074
WP_041936383.1	SM_b20075
WP_011654396.1	SM_b20080
WP_011651777.1	SM_b20081
WP_003552965.1	SM_b20084
WP_011649638.1	SM_b20088
WP_011649470.1	SM_b20089
WP_011649490.1	SM_b20092
WP_011649491.1	SM_b20093
WP_011649492.1	SM_b20094
WP_011649462.1	SM_b20099
WP_011649688.1	SM_b20101
WP_011649016.1	SM_b20105
WP_041936989.1	SM_b20112
WP_003550773.1	SM_b20114
WP_011649015.1	SM_b20115
WP_011650151.1	SM_b20118
WP_011649044.1	SM_b22004
WP_011649043.1	SM_b20121
WP_011654653.1	SM_b20130
WP_011654654.1	SM_b20131
WP_011654655.1	SM_b20132
WP_011654015.1	SM_b20134
WP_011649051.1	SM_b20138
WP_011649018.1	SM_b20141
WP_011649019.1	SM_b20142
WP_003550760.1	SM_b20143
WP_011649010.1	SM_b20144
WP_011649629.1	SM_b20145
WP_011649627.1	SM_b20146
WP_011649628.1	SM_b20147
WP_011649637.1	SM_b20148
WP_011649636.1	SM_b20149
WP_011649780.1	SM_b20150
WP_011651053.1	SM_b20152
WP_011649781.1	SM_b20154
WP_011654891.1	SM_b20168
WP_011650867.1	SM_b20179
WP_011649288.1	SM_b20186
WP_011648981.1	SM_b20199
WP_011654889.1	SM_b20209
WP_011651477.1	SM_b20210
WP_011651125.1	SM_b20211
WP_011651479.1	SM_b20212
WP_028741187.1	SM_b20213
WP_011653467.1	SM_b20214
WP_041936610.1	SM_b20215
WP_011652272.1	SM_b20216
WP_011652659.1	SM_b20217
WP_028741188.1	SM_b20218
WP_011652271.1	SM_b20219
WP_011652021.1	SM_b20221
WP_011652620.1	SM_b20222
WP_011650709.1	SM_b20229
WP_011649435.1	SM_b20233
WP_011649674.1	SM_b20242
WP_011650693.1	SM_b20250
WP_011652227.1	SM_b20255
WP_011652657.1	SM_b20256
WP_011654300.1	SM_b20258
WP_011651431.1	SM_b20260
WP_011649013.1	SM_b20262
WP_011649296.1	SM_b20268
WP_011648970.1	SM_b20269
WP_011650269.1	SM_b20270
WP_011655044.1	SM_b20272
WP_162039352.1	SM_b20273
WP_011650770.1	SM_b20278
WP_011650771.1	SM_b20279
WP_011650773.1	SM_b20280
WP_041936191.1	SM_b20285
WP_011649104.1	SM_b20298
WP_011650248.1	SM_b20300
WP_028741058.1	SM_b20303
WP_011650966.1	SM_b20306
WP_028741370.1	SM_b20307
WP_011651410.1	SM_b20312
WP_011651409.1	SM_b20313
WP_011651408.1	SM_b20314
WP_011653659.1	SM_b20319
WP_011648831.1	SM_b20325
WP_011648832.1	SM_b20326
WP_011648833.1	SM_b20327
WP_011648834.1	SM_b20328
WP_011653147.1	SM_b20329
WP_003542190.1	SM_b20330
WP_011651849.1	SM_b20334
WP_011651540.1	SM_b20335
WP_011651842.1	SM_b20336
WP_011649070.1	SM_b20337
WP_011649069.1	SM_b20338
WP_011652991.1	SM_b20339
WP_011652060.1	SM_b20342
WP_011652059.1	SM_b20343
WP_011653620.1	SM_b20345
WP_011653621.1	SM_b20346
WP_011653622.1	SM_b20347
WP_011649160.1	SM_b20348
WP_003550404.1	SM_b20349
WP_011649159.1	SM_b20350
WP_011649158.1	SM_b20351
WP_011649157.1	SM_b20352
WP_011649156.1	SM_b20353
WP_011649155.1	SM_b20354
WP_011649471.1	SM_b20356
WP_011651489.1	SM_b20360
WP_011651883.1	SM_b20361
WP_041936857.1	SM_b20366
WP_011652101.1	SM_b20371
WP_011654701.1	SM_b20376
WP_011654913.1	SM_b20378
WP_011652195.1	SM_b20389
WP_032992619.1	SM_b20391
WP_003550397.1	SM_b20392
WP_011649162.1	SM_b20393
WP_011649161.1	SM_b20394
WP_012758079.1	SM_b20401
WP_011652740.1	SM_b20414
WP_011652739.1	SM_b20415
WP_026160235.1	SM_b20416
WP_011648813.1	SM_b20417
WP_003562583.1	SM_b20418
WP_011648814.1	SM_b20419
WP_011648838.1	SM_b20422
WP_041936976.1	SM_b20423
WP_011648840.1	SM_b20424
WP_011648841.1	SM_b20425
WP_011648842.1	SM_b20426
WP_011648843.1	SM_b20427
WP_011648844.1	SM_b20428
WP_003550191.1	SM_b20429
WP_011648846.1	SM_b20430
WP_011648847.1	SM_b20431
WP_011648848.1	SM_b20432
WP_011648849.1	SM_b20433
WP_011648850.1	SM_b20434
WP_011648851.1	SM_b20435
WP_011651609.1	SM_b20436
WP_011649165.1	SM_b20441
WP_011649166.1	SM_b20442
WP_011649167.1	SM_b20443
WP_011649168.1	SM_b20444
WP_011649169.1	SM_b20445
WP_011649592.1	SM_b20446
WP_011652597.1	SM_b20447
WP_041936384.1	SM_b20448
WP_011652599.1	SM_b20449
WP_011652600.1	SM_b20450
WP_011652601.1	SM_b20451
WP_003541035.1	SM_b20452
WP_011653636.1	SM_b20453
WP_028740489.1	SM_b20455
WP_011653449.1	SM_b20456
WP_011650348.1	SM_b20457
WP_011650347.1	SM_b20458
WP_011650346.1	SM_b20459
WP_011650345.1	SM_b20460
WP_028743585.1	SM_b20461
WP_041936160.1	SM_b20462
WP_011650344.1	SM_b20463
WP_011649900.1	SM_b20464
WP_011654489.1	SM_b20465
WP_011654339.1	SM_b20469
WP_011655008.1	SM_b20475
WP_011648976.1	SM_b20483
WP_003550853.1	SM_b20484
WP_011648977.1	SM_b20485
WP_011648978.1	SM_b20486
WP_011648979.1	SM_b20487
WP_011648980.1	SM_b20488
WP_011654393.1	SM_b20491
WP_011653220.1	SM_b20492
WP_011653221.1	SM_b20493
WP_011653222.1	SM_b20494
WP_049778482.1	SM_b20496
WP_011649514.1	SM_b20497
WP_041937036.1	SM_b20498
WP_011649512.1	SM_b20499
WP_011649511.1	SM_b20500
WP_011649510.1	SM_b20501
WP_003562677.1	SM_b20502
WP_041937034.1	SM_b20503
WP_003550068.1	SM_b20504
WP_011649458.1	SM_b20505
WP_011653625.1	SM_b20506
WP_041936477.1	SM_b20507
WP_011653627.1	SM_b20508
WP_011653628.1	SM_b20509
WP_011653629.1	SM_b20510
WP_011653623.1	SM_b20511
WP_011652479.1	SM_b22021
WP_011651130.1	SM_b20518
WP_011650296.1	SM_b20522
WP_011652535.1	SM_b20531
WP_011649909.1	SM_b20535
WP_011649908.1	SM_b20536
WP_011649907.1	SM_b20537
WP_011649906.1	SM_b20538
WP_011651739.1	SM_b20542
WP_129557802.1	SM_b20548
WP_011655309.1	SM_b20550
WP_011655077.1	SM_b20559
WP_011652919.1	SM_b20803
WP_011652100.1	SM_b20810
WP_011655346.1	SM_b20817
WP_011655345.1	SM_b20818
WP_003548266.1	SM_b20819
WP_011655344.1	SM_b20820
WP_011655343.1	SM_b20821
WP_041936764.1	SM_b20829
WP_011653490.1	SM_b20830
WP_011650524.1	SM_b20835
WP_011650116.1	SM_b21023
WP_041936193.1	SM_b21030
WP_028742810.1	SM_b21031
WP_011654989.1	SM_b21035
WP_011649106.1	SM_b21037
WP_011649109.1	SM_b21038
WP_011649110.1	SM_b21039
WP_011655111.1	SM_b21042
WP_086935589.1	SM_b21046
WP_011653262.1	SM_b21048
WP_003542121.1	SM_b21050
WP_011650051.1	SM_b21066
WP_011653264.1	SM_b21068
WP_041936443.1	SM_b21070
WP_011653258.1	SM_b21071
WP_028743243.1	SM_b21074
WP_041936440.1	SM_b21075
WP_011649675.1	SM_b21080
WP_041936597.1	SM_b21082
WP_011651738.1	SM_b21083
WP_011650525.1	SM_b21087
WP_041936334.1	SM_b21091
WP_020048733.1	SM_b21097
WP_011655218.1	SM_b21098
WP_011648932.1	SM_b21100
WP_011655324.1	SM_b21101
WP_011655323.1	SM_b21102
WP_003542591.1	SM_b21105
WP_011649014.1	SM_b21107
WP_011654322.1	SM_b21110
WP_026160307.1	SM_b21111
WP_011649846.1	SM_b21112
WP_011655321.1	SM_b21113
WP_011651610.1	SM_b21114
WP_018241751.1	SM_b21115
WP_011653105.1	SM_b21116
WP_011654417.1	SM_b21119
WP_011654325.1	SM_b21121
WP_011654324.1	SM_b21122
WP_041936827.1	SM_b21124
WP_011648967.1	SM_b21129
WP_011655113.1	SM_b21130
WP_011655114.1	SM_b21131
WP_011655115.1	SM_b21132
WP_011655116.1	SM_b21133
WP_011655232.1	SM_b21134
WP_011648866.1	SM_b21135
WP_028742556.1	SM_b21136
WP_011648868.1	SM_b21137
WP_011648869.1	SM_b21138
WP_011654438.1	SM_b21140
WP_011653252.1	SM_b21216
WP_011653251.1	SM_b21217
WP_011653250.1	SM_b21218
WP_011653249.1	SM_b21219
WP_003562044.1	SM_b21220
WP_011653248.1	SM_b21221
WP_011653247.1	SM_b21222
WP_011650557.1	SM_b21232
WP_011650570.1	SM_b21248
WP_011655132.1	SM_b21250
WP_041936547.1	SM_b21251
WP_011654820.1	SM_b21252
WP_011654821.1	SM_b21253
WP_011654824.1	SM_b21254
WP_041936860.1	SM_b21255
WP_011654809.1	SM_b21256
WP_041936859.1	SM_b21257
WP_011654807.1	SM_b21260
WP_011654806.1	SM_b21261
WP_003548391.1	SM_b21262
WP_011654805.1	SM_b21263
WP_011654804.1	SM_b21264
WP_011654803.1	SM_b21265
WP_173364460.1	SM_b21266
WP_011654801.1	SM_b21269
WP_003548379.1	SM_b21270
WP_011653312.1	SM_b21272
WP_011653313.1	SM_b21273
WP_011653314.1	SM_b21274
WP_011653315.1	SM_b21275
WP_028742171.1	SM_b21277
WP_011653318.1	SM_b21278
WP_011653323.1	SM_b21279
WP_011653305.1	SM_b21280
WP_011653042.1	SM_b21288
WP_011652988.1	SM_b21289
WP_011652987.1	SM_b21290
WP_028742389.1	SM_b21295
WP_011655065.1	SM_b21296
WP_011654774.1	SM_b21297
WP_011654775.1	SM_b21298
WP_011652275.1	SM_b21299
WP_086935553.1	SM_b21300
WP_011652277.1	SM_b21301
WP_011652278.1	SM_b21302
WP_011650445.1	SM_b21303
WP_011655126.1	SM_b21143
WP_011650302.1	SM_b21144
WP_011650301.1	SM_b21145
WP_011650300.1	SM_b21146
WP_011650299.1	SM_b21147
WP_011655220.1	SM_b21148
WP_011655221.1	SM_b21149
WP_003553169.1	SM_b21150
WP_011655222.1	SM_b21151
WP_011655223.1	SM_b21152
WP_011652519.1	SM_b21153
WP_011652687.1	SM_b21154
WP_011655233.1	SM_b21155
WP_011655234.1	SM_b21156
WP_003553181.1	SM_b21157
WP_011655235.1	SM_b21158
WP_041936933.1	SM_b21159
WP_011653619.1	SM_b21160
WP_011653926.1	SM_b21161
WP_011655237.1	SM_b21162
WP_003548647.1	SM_b21163
WP_011654955.1	SM_b21164
WP_011654956.1	SM_b21165
WP_011654957.1	SM_b21166
WP_011650918.1	SM_b21169
WP_011649979.1	SM_b21170
WP_041936124.1	SM_b21171
WP_011649982.1	SM_b21174
WP_011649983.1	SM_b21175
WP_041936125.1	SM_b21176
WP_086935536.1	SM_b21177
WP_011655127.1	SM_b21181
WP_011652826.1	SM_b21182
WP_011653335.1	SM_b21184
WP_011649925.1	SM_b21185
WP_011649926.1	SM_b21186
WP_011649927.1	SM_b21187
WP_011653102.1	SM_b21189
WP_041936428.1	SM_b21190
WP_011653101.1	SM_b21191
WP_011653015.1	SM_b21196
WP_003541883.1	SM_b21197
WP_011653016.1	SM_b21198
WP_011653327.1	SM_b21200
WP_011653328.1	SM_b21201
WP_011653134.1	SM_b21202
WP_011653133.1	SM_b21203
WP_011653145.1	SM_b21204
WP_011653144.1	SM_b21205
WP_011653143.1	SM_b21206
WP_011653142.1	SM_b21207
WP_011653141.1	SM_b21208
WP_011655266.1	SM_b21210
WP_011652635.1	SM_b21213
WP_011651605.1	SM_b21214
WP_041936153.1	SM_b21322
WP_028741432.1	SM_b21324
WP_011651305.1	SM_b21325
WP_011651304.1	SM_b21326
WP_011651303.1	SM_b21327
WP_011651889.1	SM_b21330
WP_011652107.1	SM_b21332
WP_041936260.1	SM_b21334
WP_028744415.1	SM_b21346
WP_011655128.1	SM_b21347
WP_032983410.1	SM_b21348
WP_011653743.1	SM_b21350
WP_011653742.1	SM_b21351
WP_011653741.1	SM_b21352
WP_011653740.1	SM_b21353
WP_011649923.1	SM_b21354
WP_011649145.1	SM_b21363
WP_011650886.1	SM_b21367
WP_011648820.1	SM_b21372
WP_011649025.1	SM_b21373
WP_011650420.1	SM_b21374
WP_011651937.1	SM_b21378
WP_011652877.1	SM_b21379
WP_011652531.1	SM_b21380
WP_011651933.1	SM_b21384
WP_011651054.1	SM_b21385
WP_011652747.1	SM_b21525
WP_028743212.1	SM_b21526
WP_011654272.1	SM_b21527
WP_011654271.1	SM_b21528
WP_011649921.1	SM_b21534
WP_011651347.1	SM_b21535
WP_032984729.1	SM_b21539
WP_028742812.1	SM_b21548
WP_011654318.1	SM_b21560
WP_003540756.1	SM_b21565
WP_011649398.1	SM_b21566
WP_011649399.1	SM_b22023
WP_011649282.1	SM_b21569
WP_011649281.1	SM_b21570
WP_011649280.1	SM_b21571
WP_011649278.1	SM_b21572
WP_011651468.1	SM_b21573
WP_011652411.1	SM_b21575
WP_012757878.1	SM_b21576
WP_011655074.1	SM_b21579
WP_011650903.1	SM_b21580
WP_011653256.1	SM_b21581
WP_011649406.1	SM_b21583
WP_003539585.1	SM_b21587
WP_011651948.1	SM_b21588
WP_003539589.1	SM_b21589
WP_011651949.1	SM_b21590
WP_011649752.1	SM_b21592
WP_003549270.1	SM_b21593
WP_011649753.1	SM_b21594
WP_011649754.1	SM_b21595
WP_011649755.1	SM_b21596
WP_011649756.1	SM_b21597
WP_011654789.1	SM_b21598
WP_003541942.1	SM_b21599
WP_011652664.1	SM_b21600
WP_011655028.1	SM_b21601
WP_011649656.1	SM_b21604
WP_011655027.1	SM_b20924
WP_011652590.1	SM_b20927
WP_011653280.1	SM_b20929
WP_011653279.1	SM_b20930
WP_003542530.1	SM_b20931
WP_041936439.1	SM_b20932
WP_011654195.1	SM_b20935
WP_011653958.1	SM_b20937
WP_011653651.1	SM_b20938
WP_026238688.1	SM_b20939
WP_011653649.1	SM_b20940
WP_011654813.1	SM_b20941
WP_011654001.1	SM_b20942
WP_011650042.1	SM_b20943
WP_011649666.1	SM_b20944
WP_011653261.1	SM_b20945
WP_011653111.1	SM_b20949
WP_011653254.1	SM_b20950
WP_011651565.1	SM_b21673
WP_011653118.1	SM_b20958
WP_011653125.1	SM_b20961
WP_011655177.1	SM_b20962
WP_011651619.1	SM_b20964
WP_041936613.1	SM_b20965
WP_011652613.1	SM_b20966
WP_011649042.1	SM_b20968
WP_011649087.1	SM_b20982
WP_011651608.1	SM_b20984
WP_011651607.1	SM_b20985
WP_011651606.1	SM_b20986
WP_011649022.1	SM_b20988
WP_011650446.1	SM_b20991
WP_011654794.1	SM_b20992
WP_041936783.1	SM_b20993
WP_011653023.1	SM_b20995
WP_011653024.1	SM_b20996
WP_011653025.1	SM_b20997
WP_011653026.1	SM_b20998
WP_011653027.1	SM_b20999
WP_028740771.1	SM_b21000
WP_011653030.1	SM_b21002
WP_041936593.1	SM_b21003
WP_011652293.1	SM_b21004
WP_011652294.1	SM_b21005
WP_003560044.1	SM_b21006
WP_011652296.1	SM_b21007
WP_011652297.1	SM_b21008
WP_011653038.1	SM_b21009
WP_011653039.1	SM_b21010
WP_011653040.1	SM_b21011
WP_011653041.1	SM_b20846
WP_041936122.1	SM_b21676
WP_011653043.1	SM_b20847
WP_011653047.1	SM_b20848
WP_011653048.1	SM_b20849
WP_011653049.1	SM_b20850
WP_011651405.1	SM_b20854
WP_011655240.1	SM_b20859
WP_041936931.1	SM_b21677
WP_011652485.1	SM_b20860
WP_011652728.1	SM_b20863
WP_011652727.1	SM_b20864
WP_011652726.1	SM_b20865
WP_011651876.1	SM_b20866
WP_011649539.1	SM_b20868
WP_011649537.1	SM_b20869
WP_011650160.1	SM_b20871
WP_011653054.1	SM_b20872
WP_028740786.1	SM_b20873
WP_028740787.1	SM_b20874
WP_011653057.1	SM_b20875
WP_011653058.1	SM_b20876
WP_011653059.1	SM_b20877
WP_011653060.1	SM_b20878
WP_011651181.1	SM_b20879
WP_028740794.1	SM_b20880
WP_011653077.1	SM_b20885
WP_028740803.1	SM_b20886
WP_011653079.1	SM_b20887
WP_011653080.1	SM_b20888
WP_173364439.1	SM_b20889
WP_011653082.1	SM_b20890
WP_011653083.1	SM_b20891
WP_011653084.1	SM_b20892
WP_011653085.1	SM_b20893
WP_011653086.1	SM_b20894
WP_011653087.1	SM_b20895
WP_028740804.1	SM_b20896
WP_011653089.1	SM_b20897
WP_011653091.1	SM_b20898
WP_011653092.1	SM_b20899
WP_011649975.1	SM_b20900
WP_011653093.1	SM_b20901
WP_011653094.1	SM_b20902
WP_011653095.1	SM_b20903
WP_003542059.1	SM_b20904
WP_049778475.1	SM_b21682
WP_049778367.1	SM_b20914
WP_197729729.1	SM_b20915
WP_011654529.1	SM_b20918
WP_011654860.1	SM_b21406
WP_011652459.1	SM_b21410
WP_011649224.1	SM_b21412
WP_011651855.1	SM_b21413
WP_028741033.1	SM_b21414
WP_011652206.1	SM_b21415
WP_003544573.1	SM_b21416
WP_041936134.1	SM_b21417
WP_011650053.1	SM_b21418
WP_011650409.1	SM_b21419
WP_011650413.1	SM_b21420
WP_041936166.1	SM_b21421
WP_011650412.1	SM_b21423
WP_011650047.1	SM_b21425
WP_011649301.1	SM_b21427
