Name,Sequence Name,Type,Minimum,Maximum,Length,Direction,locus_tag,old_locus_tag
WP_010969907.1,NC_003047.1,CDS,861964,862602,639,reverse,SM_RS12260,SMc02733
SM_RS12265,NC_003047.1,gene,862604,862986,383,reverse,SM_RS12265,SMc02734
WP_010969908.1,NC_003047.1,CDS,862604,862986,383,reverse,SM_RS12265,SMc02734
SM_RS12270,NC_003047.1,gene,<863008,>863369,>362,reverse,SM_RS12270,SMc02735
WP_010969909.1,NC_003047.1,CDS,<863008,>863369,>362,reverse,SM_RS12270,SMc02735
SM_RS12275,NC_003047.1,gene,<863424,>863618,>195,reverse,SM_RS12275,SMc02736
WP_010969910.1,NC_003047.1,CDS,<863424,>863618,>195,reverse,SM_RS12275,SMc02736
SM_RS12280,NC_003047.1,gene,863715,864033,319,forward,SM_RS12280,SMc02737
WP_010969911.1,NC_003047.1,CDS,863715,864033,319,forward,SM_RS12280,SMc02737
choW,NC_003047.1,gene,864086,864367,282,forward,SM_RS12285,SMc02738
WP_010969912.1,NC_003047.1,CDS,864086,864367,282,forward,SM_RS12285,SMc02738
choV,NC_003047.1,gene,<864367,>864715,>349,forward,SM_RS12290,SMc02739
WP_010969913.1,NC_003047.1,CDS,<864367,>864715,>349,forward,SM_RS12290,SMc02739
SM_RS00215,NC_003047.1,gene,<16271,>16418,>148,reverse,SM_RS00215,SMc02752
WP_003532002.1,NC_003047.1,CDS,<16271,>16418,>148,reverse,SM_RS00215,SMc02752
SM_RS00210,NC_003047.1,gene,16043,16176,134,reverse,SM_RS00210,SMc02753
WP_003532013.1,NC_003047.1,CDS,16043,16176,134,reverse,SM_RS00210,SMc02753
SM_RS00205,NC_003047.1,gene,<15947,>16043,>97,reverse,SM_RS00205,SMc02754
WP_013844956.1,NC_003047.1,CDS,<15947,>16043,>97,reverse,SM_RS00205,SMc02754
ahcY,NC_003047.1,gene,<15428,>15893,>466,reverse,SM_RS00200,SMc02755
WP_003532016.1,NC_003047.1,CDS,<15428,>15893,>466,reverse,SM_RS00200,SMc02755
SM_RS00195,NC_003047.1,gene,14500,15326,827,reverse,SM_RS00195,SMc02756
WP_010968312.1,NC_003047.1,CDS,14500,15326,827,reverse,SM_RS00195,SMc02756
SM_RS00190,NC_003047.1,gene,13992,14496,505,reverse,SM_RS00190,SMc02757
WP_010968311.1,NC_003047.1,CDS,13992,14496,505,reverse,SM_RS00190,SMc02757
SM_RS00185,NC_003047.1,gene,13746,13989,244,reverse,SM_RS00185,SMc02758
WP_010968310.1,NC_003047.1,CDS,13746,13989,244,reverse,SM_RS00185,SMc02758
addB,NC_003047.1,gene,<12686,>13744,>1059,reverse,SM_RS00180,SMc02759
WP_010968309.1,NC_003047.1,CDS,<12686,>13744,>1059,reverse,SM_RS00180,SMc02759
addA,NC_003047.1,gene,<11500,>12688,>1189,reverse,SM_RS00175,SMc02760
WP_010968308.1,NC_003047.1,CDS,<11500,>12688,>1189,reverse,SM_RS00175,SMc02760
trxA,NC_003047.1,gene,<11365,>11471,>107,reverse,SM_RS00170,SMc02761
WP_010968307.1,NC_003047.1,CDS,<11365,>11471,>107,reverse,SM_RS00170,SMc02761
SM_RS00165,NC_003047.1,gene,10930,11317,388,forward,SM_RS00165,SMc02762
WP_003537933.1,NC_003047.1,CDS,10930,11317,388,forward,SM_RS00165,SMc02762
SM_RS00160,NC_003047.1,gene,<10367,>10813,>447,forward,SM_RS00160,SMc02763
WP_010968306.1,NC_003047.1,CDS,<10367,>10813,>447,forward,SM_RS00160,SMc02763
accD,NC_003047.1,gene,<10057,>10360,>304,forward,SM_RS00155,SMc02764
WP_003536448.1,NC_003047.1,CDS,<10057,>10360,>304,forward,SM_RS00155,SMc02764
trpA,NC_003047.1,gene,<9759,>10037,>279,forward,SM_RS00150,SMc02765
WP_010968305.1,NC_003047.1,CDS,<9759,>10037,>279,forward,SM_RS00150,SMc02765
trpB,NC_003047.1,gene,9350,9756,407,forward,SM_RS00145,SMc02766
WP_003536446.1,NC_003047.1,CDS,9350,9756,407,forward,SM_RS00145,SMc02766
SM_RS00140,NC_003047.1,gene,9126,9341,216,forward,SM_RS00140,SMc02767
WP_003536445.1,NC_003047.1,CDS,9126,9341,216,forward,SM_RS00140,SMc02767
SM_RS00135,NC_003047.1,gene,8795,9046,252,forward,SM_RS00135,SMc02768
WP_010968304.1,NC_003047.1,CDS,8795,9046,252,forward,SM_RS00135,SMc02768
SM_RS00130,NC_003047.1,gene,<8621,>8761,>141,forward,SM_RS00130,SMc02769
WP_010968303.1,NC_003047.1,CDS,<8621,>8761,>141,forward,SM_RS00130,SMc02769
phaZ,NC_003047.1,gene,<8146,>8569,>424,forward,SM_RS00125,SMc02770
WP_003536442.1,NC_003047.1,CDS,<8146,>8569,>424,forward,SM_RS00125,SMc02770
SM_RS00120,NC_003047.1,gene,<7718,>8055,>338,forward,SM_RS00120,SMc02771
WP_010968302.1,NC_003047.1,CDS,<7718,>8055,>338,forward,SM_RS00120,SMc02771
SM_RS00115,NC_003047.1,gene,<7378,>7701,>324,forward,SM_RS00115,SMc02772
WP_010968301.1,NC_003047.1,CDS,<7378,>7701,>324,forward,SM_RS00115,SMc02772
SM_RS00110,NC_003047.1,gene,<6849,>7365,>517,forward,SM_RS00110,SMc02773
WP_010968300.1,NC_003047.1,CDS,<6849,>7365,>517,forward,SM_RS00110,SMc02773
SM_RS00105,NC_003047.1,gene,<6482,>6810,>329,forward,SM_RS00105,SMc02774
WP_010968299.1,NC_003047.1,CDS,<6482,>6810,>329,forward,SM_RS00105,SMc02774
SM_RS00100,NC_003047.1,gene,<6106,>6444,>339,forward,SM_RS00100,SMc02775
WP_010968298.1,NC_003047.1,CDS,<6106,>6444,>339,forward,SM_RS00100,SMc02775
SM_RS00095,NC_003047.1,gene,<5575,>6085,>511,forward,SM_RS00095,SMc02776
WP_013844950.1,NC_003047.1,CDS,<5575,>6085,>511,forward,SM_RS00095,SMc02776
SM_RS00090,NC_003047.1,gene,5236,5528,293,reverse,SM_RS00090,SMc02777
WP_010968296.1,NC_003047.1,CDS,5236,5528,293,reverse,SM_RS00090,SMc02777
hpaI,NC_003047.1,gene,4965,5231,267,forward,SM_RS00085,SMc02778
WP_003536422.1,NC_003047.1,CDS,4965,5231,267,forward,SM_RS00085,SMc02778
SM_RS00080,NC_003047.1,gene,<4550,>4870,>321,reverse,SM_RS00080,SMc02779
WP_010968295.1,NC_003047.1,CDS,<4550,>4870,>321,reverse,SM_RS00080,SMc02779
gabD,NC_003047.1,gene,<4000,>4483,>484,forward,SM_RS00075,SMc02780
WP_010968294.1,NC_003047.1,CDS,<4000,>4483,>484,forward,SM_RS00075,SMc02780
SM_RS00070,NC_003047.1,gene,<3745,>3942,>198,reverse,SM_RS00070,SMc02781
WP_010968293.1,NC_003047.1,CDS,<3745,>3942,>198,reverse,SM_RS00070,SMc02781
gyrB,NC_003047.1,gene,<2900,>3710,>811,forward,SM_RS00065,SMc02782
WP_003531714.1,NC_003047.1,CDS,<2900,>3710,>811,forward,SM_RS00065,SMc02782
SM_RS00060,NC_003047.1,gene,2729,2854,126,forward,SM_RS00060,SMc02783
WP_003531717.1,NC_003047.1,CDS,2729,2854,126,forward,SM_RS00060,SMc02783
SM_RS00055,NC_003047.1,gene,<2542,>2729,>188,forward,SM_RS00055,SMc02784
WP_010968292.1,NC_003047.1,CDS,<2542,>2729,>188,forward,SM_RS00055,SMc02784
SM_RS00050,NC_003047.1,gene,2171,2543,373,forward,SM_RS00050,SMc02785
WP_010968291.1,NC_003047.1,CDS,2171,2543,373,forward,SM_RS00050,SMc02785
SM_RS00045,NC_003047.1,gene,<1932,>2164,>233,forward,SM_RS00045,SMc02786
WP_010968290.1,NC_003047.1,CDS,<1932,>2164,>233,forward,SM_RS00045,SMc02786
SM_RS00040,NC_003047.1,gene,<1695,>1885,>191,reverse,SM_RS00040,SMc02787
WP_010968289.1,NC_003047.1,CDS,<1695,>1885,>191,reverse,SM_RS00040,SMc02787
secB,NC_003047.1,gene,1470,1638,169,reverse,SM_RS00035,SMc02788
WP_010968288.1,NC_003047.1,CDS,1470,1638,169,reverse,SM_RS00035,SMc02788
dnaQ,NC_003047.1,gene,1192,1434,243,forward,SM_RS00030,SMc02789
WP_003531724.1,NC_003047.1,CDS,1192,1434,243,forward,SM_RS00030,SMc02789
coaE,NC_003047.1,gene,<933,>1126,>194,forward,SM_RS00025,SMc02790
WP_003531725.1,NC_003047.1,CDS,<933,>1126,>194,forward,SM_RS00025,SMc02790
SM_RS00020,NC_003047.1,gene,647,933,287,forward,SM_RS00020,SMc02791
WP_010968287.1,NC_003047.1,CDS,647,933,287,forward,SM_RS00020,SMc02791
SM_RS00015,NC_003047.1,gene,<450,>648,>199,forward,SM_RS00015,SMc02792
WP_010968286.1,NC_003047.1,CDS,<450,>648,>199,forward,SM_RS00015,SMc02792
SM_RS00010,NC_003047.1,gene,160,433,274,forward,SM_RS00010,SMc02793
WP_010968285.1,NC_003047.1,CDS,160,433,274,forward,SM_RS00010,SMc02793
hemE,NC_003047.1,gene,<1,>1218045,>344,reverse,SM_RS00005,SMc02794
WP_014527009.1,NC_003047.1,CDS,<1,>1218045,>344,reverse,SM_RS00005,SMc02794
hemJ,NC_003047.1,gene,<1217542,>1217721,>180,reverse,SM_RS17110,SMc02795
WP_010970588.1,NC_003047.1,CDS,<1217542,>1217721,>180,reverse,SM_RS17110,SMc02795
rho,NC_003047.1,gene,<1217055,>1217475,>421,reverse,SM_RS17105,SMc02796
WP_010970587.1,NC_003047.1,CDS,<1217055,>1217475,>421,reverse,SM_RS17105,SMc02796
mnmE,NC_003047.1,gene,<1216498,>1216936,>439,reverse,SM_RS17100,SMc02797
WP_010970586.1,NC_003047.1,CDS,<1216498,>1216936,>439,reverse,SM_RS17100,SMc02797
mnmG,NC_003047.1,gene,<1215833,>1216455,>623,reverse,SM_RS17095,SMc02798
WP_010970585.1,NC_003047.1,CDS,<1215833,>1216455,>623,reverse,SM_RS17095,SMc02798
rsmG,NC_003047.1,gene,1215616,1215829,214,reverse,SM_RS17090,SMc02799
WP_010970584.1,NC_003047.1,CDS,1215616,1215829,214,reverse,SM_RS17090,SMc02799
SM_RS17085,NC_003047.1,gene,<1215347,>1215610,>264,reverse,SM_RS17085,SMc02800
WP_010970583.1,NC_003047.1,CDS,<1215347,>1215610,>264,reverse,SM_RS17085,SMc02800
SM_RS17080,NC_003047.1,gene,<1215039,>1215334,>296,reverse,SM_RS17080,SMc02801
WP_010970582.1,NC_003047.1,CDS,<1215039,>1215334,>296,reverse,SM_RS17080,SMc02801
holA,NC_003047.1,gene,<1214692,>1215034,>343,forward,SM_RS17075,SMc02802
WP_010970581.1,NC_003047.1,CDS,<1214692,>1215034,>343,forward,SM_RS17075,SMc02802
lptE,NC_003047.1,gene,<1214506,>1214686,>181,forward,SM_RS17070,SMc02803
WP_010970580.1,NC_003047.1,CDS,<1214506,>1214686,>181,forward,SM_RS17070,SMc02803
leuS,NC_003047.1,gene,<1213634,>1214509,>876,forward,SM_RS17065,SMc02804
WP_010970579.1,NC_003047.1,CDS,<1213634,>1214509,>876,forward,SM_RS17065,SMc02804
SM_RS17060,NC_003047.1,gene,<1213326,>1213544,>219,reverse,SM_RS17060,SMc02812
WP_010970578.1,NC_003047.1,CDS,<1213326,>1213544,>219,reverse,SM_RS17060,SMc02812
SM_RS11725,NC_003047.1,gene,826810,827082,273,forward,SM_RS11725,SMc02813
WP_010969832.1,NC_003047.1,CDS,826810,827082,273,forward,SM_RS11725,SMc02813
CDS,NC_003047.1,CDS,<576639,>577026,>388,reverse,SM_RS08130,SMc02814
SM_RS08130,NC_003047.1,pseudogene,<576639,>577026,>388,reverse,SM_RS08130,SMc02814
SM_RS11300,NC_003047.1,gene,792640,792957,318,forward,SM_RS11300,SMc02817
WP_010969767.1,NC_003047.1,CDS,792640,792957,318,forward,SM_RS11300,SMc02817
SM_RS11295,NC_003047.1,gene,<792327,>792640,>314,forward,SM_RS11295,SMc02818
WP_010969766.1,NC_003047.1,CDS,<792327,>792640,>314,forward,SM_RS11295,SMc02818
SM_RS11290,NC_003047.1,gene,<792007,>792261,>255,reverse,SM_RS11290,SMc02819
WP_010969765.1,NC_003047.1,CDS,<792007,>792261,>255,reverse,SM_RS11290,SMc02819
SM_RS00750,NC_003047.1,gene,<55366,>55854,>489,forward,SM_RS00750,SMc02820
WP_013844977.1,NC_003047.1,CDS,<55366,>55854,>489,forward,SM_RS00750,SMc02820
SM_RS00755,NC_003047.1,gene,<55875,>56210,>336,forward,SM_RS00755,SMc02821
WP_010968385.1,NC_003047.1,CDS,<55875,>56210,>336,forward,SM_RS00755,SMc02821
SM_RS00760,NC_003047.1,gene,56214,56541,328,forward,SM_RS00760,SMc02822
WP_010968386.1,NC_003047.1,CDS,56214,56541,328,forward,SM_RS00760,SMc02822
SM_RS00765,NC_003047.1,gene,56618,57005,388,forward,SM_RS00765,SMc02823
WP_003537933.1,NC_003047.1,CDS,56618,57005,388,forward,SM_RS00765,SMc02823
SM_RS00770,NC_003047.1,gene,<57092,>57360,>269,reverse,SM_RS00770,SMc02824
WP_010968387.1,NC_003047.1,CDS,<57092,>57360,>269,reverse,SM_RS00770,SMc02824
SM_RS00775,NC_003047.1,gene,57405,57868,464,forward,SM_RS00775,SMc02825
WP_010968388.1,NC_003047.1,CDS,57405,57868,464,forward,SM_RS00775,SMc02825
SM_RS00780,NC_003047.1,gene,57898,58012,115,forward,SM_RS00780,SMc02826
WP_003537743.1,NC_003047.1,CDS,57898,58012,115,forward,SM_RS00780,SMc02826
SM_RS00785,NC_003047.1,gene,<58016,>58299,>284,forward,SM_RS00785,SMc02827
WP_010968389.1,NC_003047.1,CDS,<58016,>58299,>284,forward,SM_RS00785,SMc02827
SM_RS00790,NC_003047.1,gene,<58380,>58698,>319,reverse,SM_RS00790,SMc02828
WP_010968390.1,NC_003047.1,CDS,<58380,>58698,>319,reverse,SM_RS00790,SMc02828
SM_RS00795,NC_003047.1,gene,<58703,>59244,>542,reverse,SM_RS00795,SMc02829
WP_010968391.1,NC_003047.1,CDS,<58703,>59244,>542,reverse,SM_RS00795,SMc02829
SM_RS00800,NC_003047.1,gene,<59249,>59625,>377,reverse,SM_RS00800,SMc02830
WP_003531959.1,NC_003047.1,CDS,<59249,>59625,>377,reverse,SM_RS00800,SMc02830
SM_RS00805,NC_003047.1,gene,59626,59986,361,reverse,SM_RS00805,SMc02831
WP_003531958.1,NC_003047.1,CDS,59626,59986,361,reverse,SM_RS00805,SMc02831
SM_RS00810,NC_003047.1,gene,60047,60666,620,reverse,SM_RS00810,SMc02832
WP_003531957.1,NC_003047.1,CDS,60047,60666,620,reverse,SM_RS00810,SMc02832
mepA,NC_003047.1,gene,60764,61119,356,forward,SM_RS00815,SMc02833
WP_010968392.1,NC_003047.1,CDS,60764,61119,356,forward,SM_RS00815,SMc02833
SM_RS00820,NC_003047.1,gene,61160,61286,127,forward,SM_RS00820,SMc02834
WP_003531955.1,NC_003047.1,CDS,61160,61286,127,forward,SM_RS00820,SMc02834
SM_RS00825,NC_003047.1,gene,<61308,>61646,>339,forward,SM_RS00825,SMc02835
WP_010968393.1,NC_003047.1,CDS,<61308,>61646,>339,forward,SM_RS00825,SMc02835
SM_RS00830,NC_003047.1,gene,<61684,>62284,>601,forward,SM_RS00830,SMc02836
WP_010968394.1,NC_003047.1,CDS,<61684,>62284,>601,forward,SM_RS00830,SMc02836
dapB,NC_003047.1,gene,62291,62563,273,forward,SM_RS00835,SMc02837
WP_010968395.1,NC_003047.1,CDS,62291,62563,273,forward,SM_RS00835,SMc02837
SM_RS00840,NC_003047.1,gene,62574,62785,212,forward,SM_RS00840,SMc02838
WP_003531941.1,NC_003047.1,CDS,62574,62785,212,forward,SM_RS00840,SMc02838
SM_RS00850,NC_003047.1,gene,62936,63336,401,forward,SM_RS00850,SMc02839
WP_010967204.1,NC_003047.1,CDS,62936,63336,401,forward,SM_RS00850,SMc02839
CDS,NC_003047.1,CDS,<63350,>63650,>301,reverse,SM_RS00855,SMc02840
SM_RS00855,NC_003047.1,pseudogene,<63350,>63650,>301,reverse,SM_RS00855,SMc02840
SM_RS00860,NC_003047.1,gene,63814,64104,291,reverse,SM_RS00860,SMc02841
WP_003531939.1,NC_003047.1,CDS,63814,64104,291,reverse,SM_RS00860,SMc02841
SM_RS00865,NC_003047.1,gene,<64131,>64295,>165,reverse,SM_RS00865,SMc02842
WP_010968398.1,NC_003047.1,CDS,<64131,>64295,>165,reverse,SM_RS00865,SMc02842
nth,NC_003047.1,gene,<64304,>64566,>263,forward,SM_RS00870,SMc02843
WP_010968399.1,NC_003047.1,CDS,<64304,>64566,>263,forward,SM_RS00870,SMc02843
SM_RS00875,NC_003047.1,gene,64593,64790,198,reverse,SM_RS00875,SMc02844
WP_010968400.1,NC_003047.1,CDS,64593,64790,198,reverse,SM_RS00875,SMc02844
SM_RS00880,NC_003047.1,gene,<64814,>64954,>141,forward,SM_RS00880,SMc02845
WP_010968401.1,NC_003047.1,CDS,<64814,>64954,>141,forward,SM_RS00880,SMc02845
SM_RS00885,NC_003047.1,gene,65002,65332,331,forward,SM_RS00885,SMc02846
WP_010968402.1,NC_003047.1,CDS,65002,65332,331,forward,SM_RS00885,SMc02846
CDS,NC_003047.1,CDS,<65346,65516,>171,forward,SM_RS00890,SMc02847
SM_RS00890,NC_003047.1,pseudogene,<65346,65516,>171,forward,SM_RS00890,SMc02847
SM_RS00895,NC_003047.1,gene,<65524,>65690,>167,reverse,SM_RS00895,SMc02848
WP_227692134.1,NC_003047.1,CDS,<65524,>65690,>167,reverse,SM_RS00895,SMc02848
SM_RS00900,NC_003047.1,gene,<65776,>66109,>334,forward,SM_RS00900,SMc02849
WP_010968405.1,NC_003047.1,CDS,<65776,>66109,>334,forward,SM_RS00900,SMc02849
polA,NC_003047.1,gene,66157,67161,1005,reverse,SM_RS00905,SMc02850
WP_010968406.1,NC_003047.1,CDS,66157,67161,1005,reverse,SM_RS00905,SMc02850
SM_RS00910,NC_003047.1,gene,<67320,>67466,>147,forward,SM_RS00910,SMc02851
WP_003531925.1,NC_003047.1,CDS,<67320,>67466,>147,forward,SM_RS00910,SMc02851
SM_RS00915,NC_003047.1,gene,67500,67964,465,forward,SM_RS00915,SMc02852
WP_010968407.1,NC_003047.1,CDS,67500,67964,465,forward,SM_RS00915,SMc02852
SM_RS00920,NC_003047.1,gene,68086,68401,316,forward,SM_RS00920,SMc02853
WP_003531919.1,NC_003047.1,CDS,68086,68401,316,forward,SM_RS00920,SMc02853
SM_RS00925,NC_003047.1,gene,68424,68587,164,reverse,SM_RS00925,SMc02854
WP_003531916.1,NC_003047.1,CDS,68424,68587,164,reverse,SM_RS00925,SMc02854
SM_RS00930,NC_003047.1,gene,<68621,>68927,>307,reverse,SM_RS00930,SMc02855
WP_010968408.1,NC_003047.1,CDS,<68621,>68927,>307,reverse,SM_RS00930,SMc02855
SM_RS00935,NC_003047.1,gene,69096,69849,754,forward,SM_RS00935,SMc02856
WP_003531912.1,NC_003047.1,CDS,69096,69849,754,forward,SM_RS00935,SMc02856
dnaK,NC_003047.1,gene,69922,70563,642,forward,SM_RS00940,SMc02857
WP_003531910.1,NC_003047.1,CDS,69922,70563,642,forward,SM_RS00940,SMc02857
dnaJ,NC_003047.1,gene,<70656,>71034,>379,forward,SM_RS00945,SMc02858
WP_003531907.1,NC_003047.1,CDS,<70656,>71034,>379,forward,SM_RS00945,SMc02858
SM_RS00950,NC_003047.1,gene,<71093,>71386,>294,reverse,SM_RS00950,SMc02859
WP_010968410.1,NC_003047.1,CDS,<71093,>71386,>294,reverse,SM_RS00950,SMc02859
SM_RS00955,NC_003047.1,gene,71389,71600,212,reverse,SM_RS00955,SMc02860
WP_003531903.1,NC_003047.1,CDS,71389,71600,212,reverse,SM_RS00955,SMc02860
SM_RS00960,NC_003047.1,gene,<71639,>71972,>334,reverse,SM_RS00960,SMc02861
WP_003531901.1,NC_003047.1,CDS,<71639,>71972,>334,reverse,SM_RS00960,SMc02861
SM_RS00965,NC_003047.1,gene,<71974,>72187,>214,reverse,SM_RS00965,SMc02862
WP_010968411.1,NC_003047.1,CDS,<71974,>72187,>214,reverse,SM_RS00965,SMc02862
recF,NC_003047.1,gene,<72167,>72640,>474,forward,SM_RS00970,SMc02863
WP_017264607.1,NC_003047.1,CDS,<72167,>72640,>474,forward,SM_RS00970,SMc02863
SM_RS00975,NC_003047.1,gene,72650,72908,259,forward,SM_RS00975,SMc02864
WP_017267487.1,NC_003047.1,CDS,72650,72908,259,forward,SM_RS00975,SMc02864
SM_RS00980,NC_003047.1,gene,<72912,>73067,>156,forward,SM_RS00980,SMc02865
WP_010968413.1,NC_003047.1,CDS,<72912,>73067,>156,forward,SM_RS00980,SMc02865
SM_RS00985,NC_003047.1,gene,<73066,>73281,>216,reverse,SM_RS00985,SMc02866
WP_003531892.1,NC_003047.1,CDS,<73066,>73281,>216,reverse,SM_RS00985,SMc02866
SM_RS00990,NC_003047.1,gene,73303,74351,1049,reverse,SM_RS00990,SMc02867
WP_010968414.1,NC_003047.1,CDS,73303,74351,1049,reverse,SM_RS00990,SMc02867
SM_RS00995,NC_003047.1,gene,<74356,>74827,>472,reverse,SM_RS00995,SMc02868
WP_013844987.1,NC_003047.1,CDS,<74356,>74827,>472,reverse,SM_RS00995,SMc02868
SM_RS01000,NC_003047.1,gene,74922,75258,337,reverse,SM_RS01000,SMc02869
WP_013844988.1,NC_003047.1,CDS,74922,75258,337,reverse,SM_RS01000,SMc02869
SM_RS01005,NC_003047.1,gene,<75265,>75618,>354,reverse,SM_RS01005,SMc02870
WP_003533467.1,NC_003047.1,CDS,<75265,>75618,>354,reverse,SM_RS01005,SMc02870
SM_RS01010,NC_003047.1,gene,75618,75897,280,reverse,SM_RS01010,SMc02871
WP_003533465.1,NC_003047.1,CDS,75618,75897,280,reverse,SM_RS01010,SMc02871
SM_RS01015,NC_003047.1,gene,75902,76217,316,reverse,SM_RS01015,SMc02872
WP_003533462.1,NC_003047.1,CDS,75902,76217,316,reverse,SM_RS01015,SMc02872
SM_RS01020,NC_003047.1,gene,<76308,>76726,>419,reverse,SM_RS01020,SMc02873
WP_010968416.1,NC_003047.1,CDS,<76308,>76726,>419,reverse,SM_RS01020,SMc02873
SM_RS01025,NC_003047.1,gene,<76746,>77043,>298,reverse,SM_RS01025,SMc02874
WP_003533457.1,NC_003047.1,CDS,<76746,>77043,>298,reverse,SM_RS01025,SMc02874
SM_RS01030,NC_003047.1,gene,77111,77405,295,forward,SM_RS01030,SMc02875
WP_010968417.1,NC_003047.1,CDS,77111,77405,295,forward,SM_RS01030,SMc02875
SM_RS01035,NC_003047.1,gene,<77405,>77658,>254,forward,SM_RS01035,SMc02876
WP_003533454.1,NC_003047.1,CDS,<77405,>77658,>254,forward,SM_RS01035,SMc02876
SM_RS01040,NC_003047.1,gene,<77691,>78030,>340,forward,SM_RS01040,SMc02877
WP_010968418.1,NC_003047.1,CDS,<77691,>78030,>340,forward,SM_RS01040,SMc02877
nagA,NC_003047.1,gene,<78031,>78416,>386,forward,SM_RS01045,SMc02878
WP_010968419.1,NC_003047.1,CDS,<78031,>78416,>386,forward,SM_RS01045,SMc02878
SM_RS01050,NC_003047.1,gene,<78512,>78756,>245,reverse,SM_RS01050,SMc02879
WP_010968420.1,NC_003047.1,CDS,<78512,>78756,>245,reverse,SM_RS01050,SMc02879
SM_RS01055,NC_003047.1,gene,<78757,>79059,>303,reverse,SM_RS01055,SMc02880
WP_010968421.1,NC_003047.1,CDS,<78757,>79059,>303,reverse,SM_RS01055,SMc02880
SM_RS01060,NC_003047.1,gene,79059,79512,454,reverse,SM_RS01060,SMc02881
WP_010968422.1,NC_003047.1,CDS,79059,79512,454,reverse,SM_RS01060,SMc02881
SM_RS01065,NC_003047.1,gene,<79642,>79885,>244,forward,SM_RS01065,SMc02882
WP_003533444.1,NC_003047.1,CDS,<79642,>79885,>244,forward,SM_RS01065,SMc02882
SM_RS01070,NC_003047.1,gene,<79912,>79981,>70,forward,SM_RS01070,SMc02883
WP_010968423.1,NC_003047.1,CDS,<79912,>79981,>70,forward,SM_RS01070,SMc02883
SM_RS01075,NC_003047.1,gene,<80008,>80337,>330,reverse,SM_RS01075,SMc02884
WP_010968424.1,NC_003047.1,CDS,<80008,>80337,>330,reverse,SM_RS01075,SMc02884
msrA,NC_003047.1,gene,<80434,>80650,>217,reverse,SM_RS01080,SMc02885
WP_010968425.1,NC_003047.1,CDS,<80434,>80650,>217,reverse,SM_RS01080,SMc02885
SM_RS01085,NC_003047.1,gene,<80669,>80773,>105,reverse,SM_RS01085,SMc02886
WP_003533439.1,NC_003047.1,CDS,<80669,>80773,>105,reverse,SM_RS01085,SMc02886
SM_RS01095,NC_003047.1,gene,<80911,>80964,>54,reverse,SM_RS01095,SMc02887
WP_010968426.1,NC_003047.1,CDS,<80911,>80964,>54,reverse,SM_RS01095,SMc02887
SM_RS01105,NC_003047.1,gene,<81052,>81391,>340,reverse,SM_RS01105,SMc02888
WP_010968428.1,NC_003047.1,CDS,<81052,>81391,>340,reverse,SM_RS01105,SMc02888
SM_RS01110,NC_003047.1,gene,<81429,>81852,>424,forward,SM_RS01110,SMc02889
WP_014530006.1,NC_003047.1,CDS,<81429,>81852,>424,forward,SM_RS01110,SMc02889
SM_RS01115,NC_003047.1,gene,81852,82518,667,forward,SM_RS01115,SMc02890
WP_010968430.1,NC_003047.1,CDS,81852,82518,667,forward,SM_RS01115,SMc02890
SM_RS01120,NC_003047.1,gene,<82523,>82908,>386,forward,SM_RS01120,SMc02891
WP_010968431.1,NC_003047.1,CDS,<82523,>82908,>386,forward,SM_RS01120,SMc02891
SM_RS01125,NC_003047.1,gene,<82939,>83430,>492,reverse,SM_RS01125,SMc02892
WP_010968432.1,NC_003047.1,CDS,<82939,>83430,>492,reverse,SM_RS01125,SMc02892
SM_RS01130,NC_003047.1,gene,<83475,>83782,>308,forward,SM_RS01130,SMc02893
WP_010968433.1,NC_003047.1,CDS,<83475,>83782,>308,forward,SM_RS01130,SMc02893
SM_RS01135,NC_003047.1,gene,83788,83877,90,reverse,SM_RS01135,SMc02894
WP_010968434.1,NC_003047.1,CDS,83788,83877,90,reverse,SM_RS01135,SMc02894
SM_RS01140,NC_003047.1,gene,<83946,>84259,>314,forward,SM_RS01140,SMc02895
WP_003533430.1,NC_003047.1,CDS,<83946,>84259,>314,forward,SM_RS01140,SMc02895
SM_RS01145,NC_003047.1,gene,<84335,>84699,>365,reverse,SM_RS01145,SMc02896
WP_010968435.1,NC_003047.1,CDS,<84335,>84699,>365,reverse,SM_RS01145,SMc02896
SM_RS01150,NC_003047.1,gene,<84758,>85016,>259,reverse,SM_RS01150,SMc02897
WP_010968436.1,NC_003047.1,CDS,<84758,>85016,>259,reverse,SM_RS01150,SMc02897
SM_RS01155,NC_003047.1,gene,<85069,>85318,>250,forward,SM_RS01155,SMc02898
WP_010968437.1,NC_003047.1,CDS,<85069,>85318,>250,forward,SM_RS01155,SMc02898
SM_RS01160,NC_003047.1,gene,<85328,>85611,>284,forward,SM_RS01160,SMc02899
WP_003533422.1,NC_003047.1,CDS,<85328,>85611,>284,forward,SM_RS01160,SMc02899
SM_RS01165,NC_003047.1,gene,<85670,>85714,>45,forward,SM_RS01165,SMc02900
WP_003533421.1,NC_003047.1,CDS,<85670,>85714,>45,forward,SM_RS01165,SMc02900
SM_RS01170,NC_003047.1,gene,85759,85881,123,reverse,SM_RS01170,SMc02901
WP_010968438.1,NC_003047.1,CDS,85759,85881,123,reverse,SM_RS01170,SMc02901
SM_RS01175,NC_003047.1,gene,<85913,>86142,>230,reverse,SM_RS01175,SMc02902
